CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,country,avg_basket,tenure_days,annualized_clv_proxy
12457,66,7,2363.23,3,5,5,355,Loyal Customers,Switzerland,337.6,172,5014.99
12458,71,2,947.4,3,2,4,324,About to Sleep,Switzerland,473.7,213,1623.48
12461,94,2,826.88,2,2,3,223,At Risk,Switzerland,413.44,60,5030.19
12462,19,2,1189.59,4,2,4,424,Promising,Spain,594.8,284,1528.87
12463,53,4,1344.78,3,4,4,344,Loyal Customers,Belgium,336.2,188,2610.88
12464,10,8,1212.05,5,5,4,554,Champions,Belgium,151.51,299,1479.59
12465,17,2,742.1899999999999,4,2,3,423,Promising,Belgium,371.1,152,1782.23
12468,188,2,729.5400000000001,1,2,3,123,At Risk,Germany,364.77,128,2080.33
12471,2,30,19788.65,5,5,5,555,Champions,Germany,659.62,362,19952.64
12472,32,7,6572.11,4,5,5,455,Champions,Germany,938.87,336,7139.35
12473,29,5,3928.0499999999997,4,4,5,445,Champions,Germany,785.61,162,8850.24
12474,17,18,7324.09,4,5,5,455,Champions,Germany,406.89,312,8568.25
12475,54,1,723.38,3,1,3,313,About to Sleep,Germany,723.38,0,8680.56
12476,16,11,6816.42,4,5,5,455,Champions,Germany,619.67,345,7211.57
12477,23,6,13219.74,4,4,5,445,Champions,Germany,2203.29,278,17356.85
12478,4,1,680.99,5,1,3,513,New Customers,Greece,680.99,0,8171.88
12479,11,1,527.2,5,1,3,513,New Customers,Germany,527.2,0,6326.4
12480,28,4,3281.63,4,4,5,445,Champions,Germany,820.41,307,3901.61
12481,23,10,5579.82,4,5,5,455,Champions,Germany,557.98,342,5955.07
12483,17,8,2484.98,4,5,5,455,Champions,Sweden,310.62,322,2816.83
12484,33,6,4527.32,4,4,5,445,Champions,Spain,754.55,303,5453.7
12488,10,3,1298.66,5,3,4,534,Potential Loyalists,France,432.89,65,7292.48
12489,336,1,334.93,1,1,2,112,Hibernating,France,334.93,0,4019.16
12490,5,10,5417.93,5,5,5,555,Champions,France,541.79,324,6103.53
12491,39,1,460.40000000000003,3,1,2,312,About to Sleep,France,460.4,0,5524.8
12492,63,2,263.21000000000004,3,2,2,322,About to Sleep,Germany,131.61,42,2287.42
12493,166,2,433.74,2,2,2,222,At Risk,France,216.87,31,5106.94
12494,16,7,1246.1000000000001,4,5,4,454,Champions,France,178.01,349,1303.23
12497,82,1,1043.1,2,1,4,214,Hibernating,Germany,1043.1,0,12517.2
12498,21,3,403.70000000000005,4,3,2,432,Potential Loyalists,Germany,134.57,36,4093.07
12500,23,11,4257.82,4,5,5,455,Champions,Germany,387.07,310,5013.24
12501,337,1,2169.39,1,1,5,115,Hibernating,Germany,2169.39,0,26032.68
12502,96,5,3723.87,2,4,5,245,Cannot Lose Them,Spain,744.77,214,6351.46
12504,18,2,482.04999999999995,4,2,2,422,Promising,Germany,241.02,12,5784.6
12506,233,1,73.5,1,1,1,111,Hibernating,France,73.5,0,882.0
12507,134,3,1304.81,2,3,4,234,At Risk,Spain,434.94,164,2904.0
12508,26,2,397.88,4,2,2,422,Promising,France,198.94,2,4774.56
12509,284,1,176.5,1,1,1,111,Hibernating,France,176.5,0,2118.0
12510,143,2,982.5699999999999,2,2,4,224,At Risk,Spain,491.28,182,1970.54
12512,66,2,132.18,3,2,1,321,About to Sleep,Israel,66.09,0,1586.16
12513,113,1,612.29,2,1,3,213,Hibernating,France,612.29,0,7347.48
12514,267,1,1017.68,1,1,4,114,Hibernating,Italy,1017.68,0,12212.16
12515,353,1,383.7,1,1,2,112,Hibernating,Italy,383.7,0,4604.4
12516,78,2,1312.06,2,2,4,224,At Risk,Germany,656.03,102,4695.12
12517,28,5,2481.6,4,4,5,445,Champions,Germany,496.32,161,5625.99
12518,1,5,2056.89,5,4,5,545,Champions,Germany,411.38,109,6887.75
12519,64,1,330.84,3,1,2,312,About to Sleep,Germany,330.84,0,3970.08
12520,79,5,2634.26,2,4,5,245,Cannot Lose Them,Germany,526.85,194,4956.21
12521,143,1,599.68,2,1,3,213,Hibernating,Germany,599.68,0,7196.16
12522,39,2,192.72,3,2,1,321,About to Sleep,Germany,96.36,12,2312.64
12523,19,11,1789.77,4,5,4,454,Champions,France,162.71,312,2093.8
12524,9,8,4485.72,5,5,5,555,Champions,Germany,560.71,324,5053.36
12526,1,3,1316.66,5,3,4,534,Potential Loyalists,Germany,438.89,93,5167.54
12527,82,3,348.71000000000004,2,3,2,232,At Risk,Germany,116.24,243,523.78
12528,9,6,1933.48,5,5,4,554,Champions,Germany,322.25,303,2329.11
12530,60,4,1662.28,3,4,4,344,Loyal Customers,Germany,415.57,277,2190.37
12531,15,1,125.22,4,1,1,411,Promising,Germany,125.22,0,1502.64
12532,30,1,349.83000000000004,4,1,2,412,Promising,France,349.83,0,4197.96
12534,131,1,1089.18,2,1,4,214,Hibernating,Germany,1089.18,0,13070.16
12535,92,2,716.35,2,2,3,223,At Risk,France,358.17,94,2781.57
12536,43,3,12601.830000000002,3,3,5,335,Hibernating,France,4200.61,15,151221.96
12538,29,1,363.95,4,1,2,412,Promising,Spain,363.95,0,4367.4
12539,22,4,5568.35,4,4,5,445,Champions,Spain,1392.09,311,6535.2
12540,20,17,13400.24,4,5,5,455,Champions,Spain,788.25,342,14301.43
12541,30,3,981.18,4,3,4,434,Potential Loyalists,Spain,327.06,251,1426.82
12544,36,1,372.7,3,1,2,312,About to Sleep,Spain,372.7,0,4472.4
12545,75,2,1000.39,2,2,4,224,At Risk,Spain,500.2,184,1984.47
12546,47,2,1161.5,3,2,4,324,About to Sleep,Spain,580.75,31,13675.73
12547,198,2,207.79999999999998,1,2,1,121,At Risk,Spain,103.9,82,924.96
12548,166,1,95.19999999999999,2,1,1,211,Hibernating,Spain,95.2,0,1142.4
12550,79,1,964.83,2,1,4,214,Hibernating,Spain,964.83,0,11577.96
12551,358,1,168.0,1,1,1,111,Hibernating,Spain,168.0,0,2016.0
12552,39,2,437.82,3,2,2,322,About to Sleep,Italy,218.91,0,5253.84
12553,8,10,3692.28,5,5,5,555,Champions,France,369.23,321,4198.39
12556,50,2,599.56,3,2,3,323,About to Sleep,Spain,299.78,100,2188.39
12557,16,5,11990.960000000001,4,4,5,445,Champions,Spain,2398.19,355,12328.73
12558,8,1,269.96,5,1,2,512,New Customers,USA,269.96,0,3239.52
12559,311,2,561.71,1,2,3,123,At Risk,Germany,280.86,8,6740.52
12560,5,3,2134.01,5,3,5,535,Potential Loyalists,Germany,711.34,137,5685.5
12561,303,1,238.85,1,1,1,111,Hibernating,Germany,238.85,0,2866.2
12562,8,7,3781.7400000000002,5,5,5,555,Champions,France,540.25,190,7264.92
12564,261,1,456.9,1,1,2,112,Hibernating,France,456.9,0,5482.8
12565,289,1,145.92,1,1,1,111,Hibernating,Saudi Arabia,145.92,0,1751.04
12566,86,1,351.65,2,1,2,212,Hibernating,Germany,351.65,0,4219.8
12567,23,10,9401.28,4,5,5,455,Champions,France,940.13,346,9917.54
12569,2,32,4124.69,5,5,5,555,Champions,Germany,128.9,250,6022.05
12571,40,2,519.61,3,2,3,323,About to Sleep,France,259.8,81,2341.45
12572,9,2,1020.42,5,2,4,524,New Customers,Germany,510.21,43,8661.7
12573,227,1,160.54000000000002,1,1,1,111,Hibernating,France,160.54,0,1926.48
12574,316,1,218.45,1,1,1,111,Hibernating,France,218.45,0,2621.4
12576,36,5,1315.83,3,4,4,344,Loyal Customers,Poland,263.17,268,1792.08
12577,35,3,626.6,3,3,3,333,Hibernating,France,208.87,323,708.08
12578,21,2,2794.51,4,2,5,425,Promising,Italy,1397.26,308,3311.68
12579,78,1,440.42,2,1,2,212,Hibernating,France,440.42,0,5285.04
12580,247,1,415.7,1,1,2,112,Hibernating,Germany,415.7,0,4988.4
12581,40,1,197.71,3,1,1,311,About to Sleep,Germany,197.71,0,2372.52
12582,239,2,511.36,1,2,3,123,At Risk,Finland,255.68,49,3809.11
12583,3,15,7281.38,5,5,5,555,Champions,France,485.43,370,7182.98
12584,4,9,2338.15,5,5,5,555,Champions,Italy,259.79,276,3092.12
12585,234,2,2040.1,1,2,4,124,At Risk,Germany,1020.05,117,6364.41
12586,17,1,196.94000000000003,4,1,1,411,Promising,Italy,196.94,0,2363.28
12587,8,1,144.0,5,1,1,511,New Customers,Finland,144.0,0,1728.0
12588,39,1,214.89999999999998,3,1,1,311,About to Sleep,Finland,214.9,0,2578.8
12589,29,2,646.68,4,2,3,423,Promising,France,323.34,115,2052.51
12590,211,2,9864.26,1,2,5,125,At Risk,Germany,4932.13,0,118371.12
12591,317,1,452.84999999999997,1,1,2,112,Hibernating,Italy,452.85,0,5434.2
12592,92,2,437.6,2,2,2,222,At Risk,Germany,218.8,121,1320.03
12593,109,3,418.09999999999997,2,3,2,232,At Risk,France,139.37,110,1387.33
12594,38,10,3338.2200000000003,3,5,5,355,Loyal Customers,Italy,333.82,285,4275.26
12596,51,2,618.27,3,2,3,323,About to Sleep,Spain,309.14,190,1187.73
12597,19,4,3811.22,4,4,5,445,Champions,Spain,952.8,248,5609.26
12598,10,8,3023.08,5,5,5,555,Champions,France,377.88,275,4012.45
12599,29,7,1032.58,4,5,4,454,Champions,France,147.51,275,1370.52
12600,29,10,2599.04,4,5,5,455,Champions,Germany,259.9,342,2773.83
12601,190,5,577.0600000000001,1,4,3,143,Cannot Lose Them,Germany,115.41,142,1483.29
12602,59,1,153.12,3,1,1,311,About to Sleep,France,153.12,0,1837.44
12603,22,1,739.1999999999999,4,1,3,413,Promising,Germany,739.2,0,8870.4
12604,79,2,254.18,2,2,2,222,At Risk,France,127.09,182,509.76
12607,60,1,1579.51,3,1,4,314,About to Sleep,USA,1579.51,0,18954.12
12609,78,3,1126.85,2,3,4,234,At Risk,Germany,375.62,240,1713.75
12610,23,5,2099.54,4,4,5,445,Champions,Italy,419.91,103,7440.12
12611,52,1,1193.32,3,1,4,314,About to Sleep,Italy,1193.32,0,14319.84
12612,74,1,704.0400000000001,2,1,3,213,Hibernating,Germany,704.04,0,8448.48
12613,57,5,3344.38,3,4,5,345,Loyal Customers,Germany,668.88,204,5983.82
12614,278,1,315.6,1,1,2,112,Hibernating,Germany,315.6,0,3787.2
12615,2,4,2291.19,5,4,5,545,Champions,France,572.8,166,5037.86
12616,95,2,713.3,2,2,3,223,At Risk,France,356.65,202,1288.88
12617,29,1,352.98,4,1,2,412,Promising,France,352.98,0,4235.76
12618,22,1,177.31,4,1,1,411,Promising,Italy,177.31,0,2127.72
12619,16,9,3641.24,4,5,5,455,Champions,Germany,404.58,237,5607.82
12620,15,3,1339.41,4,3,4,434,Potential Loyalists,France,446.47,189,2586.69
12621,2,20,13689.67,5,5,5,555,Champions,Germany,684.48,364,13727.28
12622,232,1,180.1,1,1,1,111,Hibernating,Germany,180.1,0,2161.2
12623,276,1,305.1,1,1,2,112,Hibernating,Germany,305.1,0,3661.2
12624,106,2,641.13,2,2,3,223,At Risk,France,320.56,71,3295.95
12625,212,2,2683.82,1,2,5,125,At Risk,Germany,1341.91,107,9155.09
12626,23,9,6620.48,4,5,5,455,Champions,Germany,735.61,303,7975.17
12627,11,7,4478.53,5,5,5,555,Champions,Germany,639.79,129,12671.81
12628,4,3,786.46,5,3,3,533,Potential Loyalists,Germany,262.15,60,4784.3
12630,10,2,1270.88,5,2,4,524,New Customers,Finland,635.44,34,13643.27
12631,57,1,640.5,3,1,3,313,About to Sleep,Finland,640.5,0,7686.0
12633,59,4,2163.98,3,4,5,345,Loyal Customers,Germany,541.0,229,3449.14
12635,90,2,1689.18,2,2,4,224,At Risk,Germany,844.59,65,9485.4
12637,67,8,6002.9,3,5,5,355,Loyal Customers,France,750.36,256,8558.82
12638,33,1,671.69,4,1,3,413,Promising,Sweden,671.69,0,8060.28
12639,239,1,486.1,1,1,2,112,Hibernating,Sweden,486.1,0,5833.2
12640,24,3,1174.58,4,3,4,434,Potential Loyalists,France,391.53,57,7521.43
12641,115,1,185.9,2,1,1,211,Hibernating,Sweden,185.9,0,2230.8
12642,25,3,1013.26,4,3,4,434,Potential Loyalists,Germany,337.75,82,4510.24
12643,128,6,3344.64,2,5,5,255,Cannot Lose Them,France,557.44,204,5984.28
12644,130,1,477.91,2,1,2,212,Hibernating,Germany,477.91,0,5734.92
12645,34,4,1775.18,3,4,4,344,Loyal Customers,Germany,443.8,282,2297.66
12646,5,2,1346.97,5,2,4,524,New Customers,USA,673.48,44,11173.73
12647,22,12,3722.82,4,5,5,455,Champions,Germany,310.23,346,3927.25
12648,155,1,318.05,2,1,2,212,Hibernating,Germany,318.05,0,3816.6
12649,107,3,623.51,2,3,3,233,At Risk,Germany,207.84,105,2167.44
12650,3,1,314.44,5,1,2,512,New Customers,France,314.44,0,3773.28
12651,335,1,114.0,1,1,1,111,Hibernating,France,114.0,0,1368.0
12652,331,1,919.98,1,1,3,113,Hibernating,France,919.98,0,11039.76
12653,149,2,2209.85,2,2,5,225,At Risk,Israel,1104.92,147,5487.04
12654,11,5,601.98,5,4,3,543,Champions,Germany,120.4,284,773.67
12656,17,5,4051.17,4,4,5,445,Champions,France,810.23,216,6845.73
12657,11,4,1643.18,5,4,4,544,Champions,France,410.8,67,8951.65
12658,19,1,686.05,4,1,3,413,Promising,Germany,686.05,0,8232.6
12659,30,1,91.68,4,1,1,411,Promising,France,91.68,0,1100.16
12660,11,1,245.1,5,1,1,511,New Customers,France,245.1,0,2941.2
12662,1,11,3849.78,5,5,5,555,Champions,Germany,349.98,372,3777.34
12664,8,9,4881.88,5,5,5,555,Champions,Finland,542.43,314,5674.8
12665,325,1,63.0,1,1,1,111,Hibernating,Germany,63.0,0,756.0
12667,58,1,620.13,3,1,3,313,About to Sleep,Finland,620.13,0,7441.56
12668,12,4,3807.15,5,4,5,545,Champions,Germany,951.79,343,4051.34
12669,151,3,2744.0299999999997,2,3,5,235,At Risk,France,914.68,105,9538.77
12670,10,5,2996.05,5,4,5,545,Champions,France,599.21,222,4925.94
12672,330,1,225.89999999999998,1,1,1,111,Hibernating,France,225.9,0,2710.8
12673,5,2,610.52,5,2,3,523,New Customers,Germany,305.26,321,694.2
12674,39,4,1970.6,3,4,4,344,Loyal Customers,France,492.65,169,4256.03
12676,25,6,1331.39,4,5,4,454,Champions,Sweden,221.9,286,1699.15
12678,42,12,17628.46,3,5,5,355,Loyal Customers,France,1469.04,311,20689.35
12679,59,4,1113.02,3,4,4,344,Loyal Customers,France,278.26,225,1805.57
12680,1,4,862.81,5,4,3,543,Champions,France,215.7,112,2811.84
12681,15,22,13787.54,4,5,5,455,Champions,France,626.71,353,14256.24
12682,4,31,12279.82,5,5,5,555,Champions,France,396.12,367,12212.9
12683,4,15,8476.57,5,5,5,555,Champions,France,565.1,361,8570.49
12684,8,7,2283.63,5,5,5,555,Champions,France,326.23,205,4065.98
12685,28,6,2863.08,4,5,5,455,Champions,France,477.18,65,16077.3
12686,372,1,89.14,1,1,1,111,Hibernating,France,89.14,0,1069.68
12688,114,1,4873.8099999999995,2,1,5,215,Hibernating,Israel,4873.81,0,58485.72
12689,26,2,1247.61,4,2,4,424,Promising,France,623.8,101,4508.69
12690,206,1,389.01,1,1,2,112,Hibernating,France,389.01,0,4668.12
12691,28,6,1035.8,4,5,4,454,Champions,France,172.63,329,1149.14
12693,127,4,855.91,2,4,3,243,Cannot Lose Them,Germany,213.98,192,1627.12
12694,70,2,869.67,3,2,3,323,About to Sleep,France,434.84,112,2834.19
12695,7,4,582.1,5,4,3,543,Champions,France,145.52,203,1046.63
12697,29,3,957.59,4,3,4,434,Potential Loyalists,Sweden,319.2,140,2496.57
12700,8,4,4939.99,5,4,5,545,Champions,France,1235.0,207,8710.61
12701,80,2,797.71,2,2,3,223,At Risk,Germany,398.86,162,1797.31
12702,20,1,219.0,4,1,1,411,Promising,Germany,219.0,0,2628.0
12703,71,1,283.55,3,1,2,312,About to Sleep,Germany,283.55,0,3402.6
12704,7,8,2340.84,5,5,5,555,Champions,Finland,292.6,162,5274.11
12705,15,9,6868.29,4,5,5,455,Champions,Germany,763.14,341,7351.69
12707,292,1,603.42,1,1,3,113,Hibernating,France,603.42,0,7241.04
12708,30,10,2712.91,4,5,5,455,Champions,Germany,271.29,338,2929.62
12709,15,15,9706.52,4,5,5,455,Champions,Germany,647.1,351,10093.67
12710,97,3,1149.02,2,3,4,234,At Risk,Germany,383.01,104,4032.62
12712,29,13,4396.13,4,5,5,455,Champions,Germany,338.16,342,4691.78
12713,1,1,848.55,5,1,3,513,New Customers,Germany,848.55,0,10182.6
12714,9,5,4708.86,5,4,5,545,Champions,France,941.77,285,6030.65
12715,106,1,343.36,2,1,2,212,Hibernating,Sweden,343.36,0,4120.32
12716,4,2,1053.49,5,2,4,524,New Customers,France,526.74,129,2980.81
12717,151,2,1030.98,2,2,4,224,At Risk,Greece,515.49,94,4003.27
12718,71,1,238.25,3,1,1,311,About to Sleep,France,238.25,0,2859.0
12719,5,2,644.95,5,2,3,523,New Customers,France,322.48,59,3989.94
12720,3,25,5781.73,5,5,5,555,Champions,Germany,231.27,366,5765.93
12721,32,6,2656.13,4,5,5,455,Champions,France,442.69,323,3001.51
12722,85,4,997.63,2,4,4,244,Cannot Lose Them,France,249.41,65,5602.08
12723,4,5,725.07,5,4,3,543,Champions,France,145.01,61,4338.53
12724,5,4,1031.41,5,4,4,544,Champions,France,257.85,327,1151.27
12725,371,1,427.8,1,1,2,112,Hibernating,Italy,427.8,0,5133.6
12726,28,7,2609.1,4,5,5,455,Champions,France,372.73,329,2894.59
12727,11,7,3980.7,5,5,5,555,Champions,France,568.67,309,4702.12
12728,71,4,836.33,3,4,3,343,Loyal Customers,France,209.08,261,1169.58
12729,114,1,453.01,2,1,2,212,Hibernating,France,453.01,0,5436.12
12731,24,12,18895.91,4,5,5,455,Champions,France,1574.66,341,20225.83
12732,180,1,236.26000000000002,1,1,1,111,Hibernating,France,236.26,0,2835.12
12733,234,1,383.95,1,1,2,112,Hibernating,USA,383.95,0,4607.4
12734,353,1,110.39999999999999,1,1,1,111,Hibernating,France,110.4,0,1324.8
12735,315,2,779.5699999999999,1,2,3,123,At Risk,France,389.78,21,9354.84
12736,333,1,234.0,1,1,1,111,Hibernating,France,234.0,0,2808.0
12738,372,1,155.35,1,1,1,111,Hibernating,Germany,155.35,0,1864.2
12739,78,2,1013.04,2,2,4,224,At Risk,United Arab Emirates,506.52,20,12156.48
12740,64,1,427.6,3,1,2,312,About to Sleep,France,427.6,0,5131.2
12743,134,2,540.13,2,2,3,223,At Risk,Unspecified,270.06,0,6481.56
12744,52,7,21279.29,3,5,5,355,Loyal Customers,Singapore,3039.9,266,29199.03
12747,2,11,4196.01,5,5,5,555,Champions,United Kingdom,381.46,366,4184.55
12748,1,209,33053.19,5,5,5,555,Champions,United Kingdom,158.15,372,32431.22
12749,4,5,4090.88,5,4,5,545,Champions,United Kingdom,818.18,209,7144.36
12750,129,1,275.88,2,1,2,212,Hibernating,Poland,275.88,0,3310.56
12752,81,1,4366.78,2,1,5,215,Hibernating,Norway,4366.78,0,52401.36
12753,23,6,21429.39,4,5,5,455,Champions,Japan,3571.56,339,23072.94
12754,236,3,3010.74,1,3,5,135,At Risk,Japan,1003.58,72,15262.78
12755,281,2,3811.95,1,2,5,125,At Risk,Japan,1905.98,85,16368.96
12756,87,1,112.07999999999998,2,1,1,211,Hibernating,Japan,112.08,0,1344.96
12757,16,13,7834.650000000001,4,5,5,455,Champions,Portugal,602.67,195,14664.86
12758,117,2,2791.59,2,2,5,225,At Risk,Portugal,1395.8,159,6408.37
12759,52,3,1531.44,3,3,4,334,Hibernating,Netherlands,510.48,223,2506.62
12762,8,2,1898.52,5,2,4,524,New Customers,Portugal,949.26,17,22782.24
12763,138,2,494.08,2,2,3,223,At Risk,Japan,247.04,230,784.08
12764,317,1,1693.88,1,1,4,114,Hibernating,Lebanon,1693.88,0,20326.56
12766,4,7,6989.63,5,5,5,555,Champions,Portugal,998.52,362,7047.56
12769,239,1,1143.6,1,1,4,114,Hibernating,Brazil,1143.6,0,13723.2
